commitMsg,changeType,bugFix,featureAddition,performanceImprovement
faster numberfieldmapper.value (#87351)          calling `currenttoken` isn't as cheap as a getter call since it hits a huge switch statement     and doesn't inline well. even more so when a delegating x-content parser is called which has     a bunch of additional overhead -> saving the expensive call here to save a couple of % of runtime     for number field mappers.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,1
"fix resolution of wildcard application privileges (#87293)          previously, a role with application privileges of          {     `application`: `*`,     `privileges`: [`*`]     `resources`: [`*`]     }          would be resolved to mean every _defined_ privilege in every _defined_     application (subject to condition 1 described below).          this implementation was based on the assumption that every action that     would ever be checked by _has_privileges would be explicitly defined     as an application privilege (via put /_security/privilege)          that assumption would have been fine if not for 2 discrepancies          1. the resolved privileges were then filtered by privilege name and     wildcards were not respected. so the role shown above would     actually filter down to nothing. however if the user had another     role with named privileges (not wildcards) then the filtering would     include that privilege _if it was defined_.          2. the logic to construct a runtime applicationprivilege from the     resolved applicationprivilegedescriptor instances had special case     logic to handle 0 matching descriptors. this was needed so that     superuser always had every privilege, even if the descriptors had     not yet been defined, or where unavailable for some reason. however     because this logic only applied if there were no matching     descriptors the behaviour was inconsistent. for the most part it     would look like wildcard application privileges functioned     correctly even when no application privileges were defined, but     this behaviour could not be relied on if the user had additional     roles that references defined application privileges (per point 1).          this change solves point 2, by always including the wildcard     permission even if there are matching descriptors. it does nothing to     solve point 1, and it is likely that we need additional commits to     cleanup the logic there.     ","[0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 3, 3, 0]",1,0,0
mute tokenauthintegtests#testrefreshingmultipletimeswithinwindowsucceeds (#87353)          relates #85697,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"cancellable profile has privilege check  (#87224)          the `profile has privileges` endpoint is designed to check the     privileges of many users, given their profile ids, in a single call.     this commit runs the privileges check under a `cancellable` task. when     the task is cancelled, the check is interrupted for the remaining     profiles to-be-checked. the task can also be cancelled when the http     client disconnected.","[0, 0, 0, 2, 11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 0, 0, 9, 0]",1,1,1
"fix enrich*it test failures (#87317)          fix enrichit, enrichsecurityit and enrichadvancedsecurityit test failures     caused by a warning being emitted during auto creation of 'my-index' index.     the warning has nothing to do with the index being created, but the monitor     index being created at the same time (in same cluster state update) triggers     a warning and that leaks to the index response in this test, which causes     test failures.          closes #83366     relates to #85506","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"[test] verify that nested type is not supported when subobjects is false  (#87218)          we have tests that verify that objects can't be created in the mapping under an object that has subobjects set to false. the existing checks work also for the nested type, as nestedobjectmapper extends objectmapper, yet this commit adds specific tests for this scenario.          this helps clarify that we were checking this twice, once at parse time and once in buildmappers. the latter check should not be needed, hence the check at parse time is broadened to cover for the nested type while the second check in buildmappers throws now illegalstateexception when not satisfied.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"user profile - audit support for security domain (#87097)          security domain allows sharing resources across different realms which     means it is now part of the authorization process. hence we should     capture it in relevant audit entries for completeness.          in theory, the domain name should be captured in all the places realm     name is captured. however, it is not necessary in practice because:          1. the field `realm` in authentication_success event is for bwc purpose.     hence we don't need pair it with domain.     2. api keys cannot be under any domain.     3. no need to audit domain for authentication_failed events because no     authorization is possible in these cases.     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"disallow three-digit minor and revision versions (#87338)          this came up because a yml test erroneously had 8.2.999 as a skip version, however, when the yml     test parser calls version.fromstring(`8.2.999`) the version 8.11.99 is what is actually     parsed out. this commit makes the minor and revision numbers have a limit of two digits, to match     our existing version conceptions. there is no limit on the number of major version digits.          hopefully we don't need more than 100 minor versions within a single major (yet), or more than 100     patch releases.     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",1,1,1
"remove immutableopenmap from most xpack tests (#87334)          many tests in xpack create immutableopenmap for building mock cluster     states. however, since most of the api signatures for the cluster state     have changed to be map, it is no longer necessary to build     immutableopenmap. this commit converts most tests in xpack to build maps     for their mock cluster states.          relates #86239","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 14, 1, 0, 87, 0]",1,1,1
skip ensurenoselfreferences check in ingestservice (#87337)          a self reference check is performed by the xcontentbuilder when the     document map is serialized using the `indexrequest.source(...)` call.     this means we can remove the call to     `collectionutils.ensurenoselfreferences` above and only do the check     once instead of twice.          relates to #85926 and (subsequent work in) #87335,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
using the correct connection to fetch remote master history (#87299)          previously masterhistoryservice was using openconnection to open a connection to the master in order to fetch the remote master history. however it was not passing that connection to sendrequest so we might have been using another one. this change uses connecttonode instead.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"added migration/index.asciidoc generation support (#87318)          including extracting static content from migration/index, so the template would be as light as possible.          the reason for this work is because the gradle task `generatereleasenotes` was not correctly adding new links and imports to the migrations/index and that caused documentation to fail building for 8.3.0.     ","[0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0]",0,0,1
port buildpluginit to spock (#87104)          we port all our tests for gradle build logic to use spock          part of #86720,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0]",1,1,1
small speedup in fieldmapper.builder.parse (#87209)          creating the params map is quite hot in benchmarks.     presizing it correctly helps a little. also replaced a needless series     of conditionals with a switch to make the massive loop a little cheaper.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"fields api to allow fetching values when _source is disabled (#87267)          back when we introduced the fields parameter to the search api, it could only fetch values from _source, hence     the corresponding sub-fetch phase fails early whenever _source is disabled. today though runtime fields can     be retrieved from a separate value fetcher that reads from fielddata, and metadata fields can be retrieved     from stored fields. these two scenarios currently throw an unnecessary error whenever _source is disabled.          this commit removes the check for disabled _source, so that runtime fields and metadata fields can be retrieved even when _source is disabled. fields that need to be loaded from _source are simply skipped whenever _source is disabled, similar to when a field is not found in _source.          closes #87072","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 4, 0]",1,1,1
mute restclientmultiplehostsintegtests#testnonretryableexception (#87316)          relates #87314,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
modularize deprecation component (#87287)          this is a change to modularize deprecation component by adding module-info.java     relates #78744,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
use map in indices responses (#87292)          this commit converts getaliasesresponse and getsettingsresponse to use     map instead of immutableopenmap.          relates #86239,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0]",1,1,1
"move declarative plugin sync to server cli (#87273)          when running in docker, the elasticsearch-plugins.yml allows configuring     plugins that should be installed in the system. upon elasticsearch     starting up, plugins are installed/removed to match the configured     plugins. however, this happens late in startup, and it would be nice to     keep the main elasticsearch process from ever writing outside the     configured data directories. now that the server cli has been moved to     java, this is possible.          this commit moves invocation of the plugins sync command into the server     cli. note that the sync plugins action should probably be reworked as it     can be implement command directly now. however, this commit tries to be     the minimal change possible to remove plugin cli knowledge from server.","[0, 0, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 6, 2, 3, 0]",0,1,1
"convert cluster state `customs` to map (#87265)          the pluggable portions of in memory cluster state are held within an     immutableopenmap. this commit converts that to a map. note that the diff     format is the same for immutableopenmap and jdk map, so no bwc logic is     necessary.          relates #86239","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0]",0,0,1
"remove some blocking in ccrrepository (#87235)          today `ccrrepository#getrepositorydata` blocks the calling thread     pending receipt of the full metadata of the remote cluster. it would be     preferable if it didn't get the full cluster metadata at all, but we can     at least remove the blocking wait here.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 2, 2, 0]",0,0,1
fix geotile aggregations on geo_shapes for precision 0   (#87202)          changes the way we handle geo_shapes at precision 0 by using always brute force scan.,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]",1,0,0
fork after calling getrepositorydata from storerecovery (#87264)          `repository#getrepositorydata` will occasionally complete its listener     on a blocking-free thread (a transport worker or the cluster applier     thread) so it's not valid to call `repository#restoreshard` directly.     this commit fixes this by using a forking listener.          closes #87237,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",1,0,0
"log warning when cache hasher not compliant with fips (#86740)          currently, it's possible to choose a hash function for various cache     hashers (e.g., in apikeyservice) that is not compliant with fips 140     (e.g., md5). this pr logs a warning on node start if a non-compliant     hashing algorithm is used in fips mode.          note that there are other usages of non-fips compliant hash functions,     which are not configured through settings (e.g.     fingerprintprocessor). i plan to address these in a separate pr.          relates #68743","[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0]",0,0,1
revert `fork after calling getrepositorydata from storerecovery (#87254)`          this reverts commit 1c48b04b252639e8296eaecda4e9e778a56633cd.     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",0,0,1
fork after calling getrepositorydata from storerecovery (#87254)          `repository#getrepositorydata` will occasionally complete its listener     on a blocking-free thread (a transport worker or the cluster applier     thread) so it's not valid to call `repository#restoreshard` directly.     this commit fixes this by using a forking listener.          closes #87237,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",1,0,0
do not retry client requests when failing with contenttoolargeexception (#87248)          ,"[0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 1, 0]",1,0,0
replace log4j-1.2 with log4j2 api (#87225)          some of the logging usages are incorrectly using log4j v 1.2     instead of log4j2-api.     this commit fixes this.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"assert that some getters are not accessed for unmanaged indices (#87059)          * assert that some getters are not accessed for unmanaged indices          there are many properties in systemindexdescriptor that should only be     accessed when dealing with managed system indices. any code that accesses     the getters for these properties should be inside of a block that checks     whether an index is managed or not. here, we add assertions to verify     that this is the case, or to point us to places where our code may be     buggy.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 0, 5, 5, 0]",0,0,1
"delete index commits last in combineddeletionpolicy (#87221)          if we hit an ioexception while reading the doc count of the safe commit     (i.e., calling getdoccountofcommit), then indexfiledeleter will expose     deleted index commits. this change re-arranges the oncommit method to     ensure that deleting index commits is the last thing in the method.          closes #87204","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 3, 2, 5, 0]",0,1,1
"hide system indices and their aliases in upgraded clusters (#87125)          * hide system indices in upgraded clusters          we have code that is supposed to make sure existing system indices are     made into hidden indices if they are visible, and to hide aliases for     system indices. however, that code was in a clusterstateupdatetask, and that     task was only submitted in the case when we needed to toggle an index's     `system` setting from true to false or false to true.          here, we update the checks so that the task is submitted in the cases     where an index is correctly marked as a system index, but is not itself     hidden or has aliases that are not hidden. we also add test coverage for     the method that checks whether system index metadata should be updated.          * update docs/changelog/87125.yaml          * unit test interaction of boolean checks","[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 6, 0]",0,0,1
"add javadoc for basic system indices classes (#87184)          add javadoc describing the expected behavior of the systemindices class,     the descriptor classes, and the systemindexplugin interface.          co-authored-by: elastic machine <elasticmachine@users.noreply.github.com>","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
revert `remove some blocking in ccrrepository (#87016)`          this reverts commit 9c9bc8797b34994d0a1117debd2e8058658b407d.     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 2, 2, 0]",0,0,1
"remove some blocking in ccrrepository (#87016)          today `ccrrepository#getrepositorydata` blocks the calling thread     pending receipt of the full metadata of the remote cluster. it would be     preferable if it didn't get the full cluster metadata at all, but we can     at least remove the blocking wait here.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 2, 2, 0]",0,0,1
"refactor parameterizedmessage used in lambda and casted to supplier (#87156)          this is a result of structural search/replace in intellij. this only affects log methods with a signature     logger.info((supplier) ()-> parametrizedmessage) logger.info((supplier) ()-> parametrizedmessage, throwable)          relates #86549","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0]",1,1,1
support exists query for api key query (#87229)          exists query is useful for testing whether expiration date is configured     for an api key or whether a metadata field exists. this pr adds support     for it.     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
[test] random domain names are now unique (#87227)          duplicate domain names can cause settings builder to override each other     but in a not complete way. this leads to partially configured settings     which in turn leads to assertion failure.          this pr fixes it by ensure unique domain names in test. this is     reasonable because settings deduplication in production is done before     they reach to the realms code.          resolves: #87226,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0
fix status code when open point in time without keep_alive (#87011)          closes #87003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,0,0
"[test] rename dynamictemplatetests to dynamictemplateparsetests (#87217)          we have had since today dynamictemplatetests as well as dynamictemplatestests. when adding a new test for dynamic templates, naming does not help understanding what the right place is. this commit addressed this by renaming dynamictemplatetests to dynamictemplateparsetests as it holds only tests around the static parse method that parse a dynamic template into its corresponding object.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"[test] expand tests for subobjects false (#87216)          this commit adds more tests that cover edge cases around setting subobjects to false for a given object. the new tests focus on dynamic mapping behaviour, for instance when dynamic is set to false on the parent mapper, or the mapping for the object itself comes from a dynamic template. also, a new test is added to cover geo_point parsing, meaning to verify that objects are accepted in a document when for fields that are mapped (either in the mapping or through dynamic template) and support parsing objects natively.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
clean up deflatecompressor after exception (#87163)          we must reset the thread-local buffer in `deflatecompressor` whether the     compression succeeds or fails.          closes #87160,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 7, 0, 0]",1,1,0
"modularize the ingest.common component (as well as dissect and grok dependent libs) (#87219)          this is change modularizes the ingest.common component,     by adding a module-info.java. as well as two dependent libs.          the project only requires painless spi to compile, so that was     fixed along the way ( so that the compile module path can be     inferred directly from the dependencies ).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
tolerate graalvm compiler threads in testthreadnames (#87105)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
adjust assertion for responses without successful shards (#87195)          closes #85760,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
mute rangeaggregatortests.testruntimefieldrangesnotoptimized (#87206)          relates #87205,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"catch an exception due to incorrect pattern in strings.format (#87132)          strings.format method, which is used heavily in logging with     supplier should handle exceptions when a format is incorrect.     this will prevent a hard to catch mistakes to blow up in server.     those mistakes are especially hard to detect in logging when a     code to create a message might be only executed when logger is debug     or trace. which is not always the case in ci.          relates #87077 (comment)          relates #86549","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0]",1,1,1
visit point values once (#85499)          closes #85484 closes #86723,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
minor rangeagg optimization (#86935)          * minor rangeagg optimization          shortcut for when we have single values in a range aggregation. this also     targets date histogram aggregations which often are converted to range     aggregations. add profiling counts for the singleton and non-singleton     code paths.          closes #84262     ,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 4, 0]",0,0,1
bump versions for 8.2.2 release     ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
fix nullpointerexception in creating the parent pid directory (#87008)          ,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,0
[ml] split node load counts by job type (#87172)          this refactoring is in preparation to remove native inference jobs     from the jobs that account towards the max open jobs limit.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 21, 0]",0,0,1
"modularize the data-streams component (#87157)          this is change modularizes data-streams, by adding a module-info.java","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
temporarily provide systempropertiespropertysource (#87149)          temporarily provide systempropertiespropertysource to workaround a bug in log4j where it does not declare the provider implementations in its module-info.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0
